goods_name,address,picture,stock,price,description,tip,creat_time,update_time,market_time,hold_time,category,star_id
VICTORY�?Charming Live•燃系英雄史诗交响视听音乐会,北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01WHjBc72GdSNRYnAxP_!!2251059038.jpg,68,810,,北京展览馆剧�?2022-06-20 07:39:20,2022/6/30 7:39,2022/7/20 7:39,2022/11/9 7:39,3,1,
限时八折“浪漫古典�?一生必听的古典名曲音乐�?天津,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01DOvmEQ2GdSOAZ2xwe_!!2251059038.png,69,500,,天津大剧院音乐厅,2022/4/25 0:17,2022/4/29 0:17,2022/5/15 0:17,2023/4/28 0:17,3,2,
【佛山】《天空之城》久石让&宫崎骏动漫经典音乐作品视听音乐会,佛山,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01R3mOh52GdSNYu88xs_!!2251059038.png,32,580,,佛山市南海影剧院,2022/6/11 12:28,2022/6/13 12:28,2022/6/24 12:28,2023/1/29 12:28,3,1
《从数码宝贝到夏目的爱—�?好想大声说爱�?动漫钢琴演奏会�?广州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN012kGWKY2GdSNrwYV6v_!!2251059038.jpg,42,680,,星海音乐�?交响乐演奏厅),2022/6/13 20:14,2022/6/15 20:14,2022/7/6 20:14,2022/8/22 20:14,3,2,
顺义大剧院韩熙载夜宴�?北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01vlD5CS2GdSNx5iiIT_!!2251059038.jpg,95,380,,顺义大剧�?2022-07-09 04:42:18,2022/7/18 4:42,2022/7/30 4:42,2023/7/24 4:42,3,1,,
【演出延期】《蓝色多瑙河》世界经典名曲音乐会,成都,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01WJMTcm2GdSNvh6Vc6_!!2251059038.png,75,490,,成都国际剧院,2022/3/4 14:39,2022/3/7 14:39,2022/4/5 14:39,2022/5/16 14:39,3,2
SUMMER�?022成都儿童六一交响音乐�?成都,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01G3IViJ2GdSNzB5w97_!!2251059038.png,65,90,,成都城市音乐厅·歌剧厅,2022/4/28 1:41,2022/5/7 1:41,2022/5/22 1:41,2023/1/3 1:41,3,2,
LALALAND爱乐之城-世界名曲情人节交响音乐会,北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01cMplJ02GdSNwFWJjk_!!2251059038.png,35,740,,中山音乐�?2022-06-21 15:52:29,2022/7/1 15:52,2022/7/27 15:52,2022/9/21 15:52,3,2,
【限时早�?折特惠】“百老汇”经典音乐剧&世界经典名曲交响音乐�?北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN017KkHm72GdSO8pYBen_!!2251059038.png,46,230,,世纪剧院,2022/3/8 4:53,2022/3/14 4:53,2022/3/30 4:53,2022/7/17 4:53,3,2,
跨越古典音乐300�?一生必听的世界钢琴名曲-安德烈•伊万诺维奇钢琴音乐�?北京,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN019SQ6hY2GdSNq7KeUn_!!0-item_pic.jpg,26,870,,北京音乐�?2022-06-20 10:44:40,2022/6/20 10:44,2022/7/5 10:44,2023/6/27 10:44,3,2,,
2022硬核高燃电影视听交响音乐会《直到世界的尽头�?西安,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01sSEEqR2GdSO2fDzPX_!!2251059038.png,54,50,,西安人民剧院,2022/5/12 22:08,2022/5/12 22:08,2022/5/24 22:08,2022/8/7 22:08,3,1,
加勒比海�?2022燃系英雄史诗交响视听音乐�?杭州,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN013d1vAB2GdSNtxvudB_!!2-item_pic.png,98,110,,杭州运河大剧院·歌剧厅,2022/6/11 17:07,2022/6/20 17:07,2022/7/15 17:07,2022/12/12 17:07,3,1,
summer宫崎骏久石让经典动漫视听音乐�?杭州,杭州,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01qSO6IV2GdSNjxsqAo_!!2251059038.jpg,89,960,,杭州剧院,2022/2/17 12:11,2022/2/27 12:11,2022/3/18 12:11,2022/12/5 12:11,3,1
南京市文旅消费政府补贴剧�?《菊次郎的夏天》北野武·久石让作品音乐会,南京,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01IiHatt2GdSNgt33hV_!!2-item_pic.png,52,970,,江苏荔枝大剧�?2022-04-16 21:59:18,2022/4/25 21:59,2022/5/19 21:59,2023/2/27 21:59,3,1,
海上钢琴师——向经典电影致敬主题音乐�?北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN010xRWsq2GdSOGQs6GY_!!2251059038.jpg,74,10,,中杂(东图)剧场,2022/5/15 22:07,2022/5/25 22:07,2022/6/18 22:07,2022/12/28 22:07,3,1,
2022.4.30从‘起风了’到‘那个夏天’ACG热血动漫经典音乐�?,西安,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01ppRcDs2GdSNsYejEO_!!2251059038.png,66,890,,西安音乐�?交响大厅,2022/4/15 2:00,2022/4/23 2:00,2022/5/3 2:00,2023/3/4 2:00,3,1
限时八折 爱乐之城——经典电影音乐作品演奏会,天津,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01ewdZ062GdSO6fzUzM_!!2251059038.png,74,480,,天津大剧院音乐厅,2022/3/22 16:43,2022/3/26 16:43,2022/4/9 16:43,2022/10/30 16:43,3,2
超燃音乐�?2022英雄史诗视听音乐会《权力的游戏�?宁波,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01SGYbBo2GdSNvZoWWH_!!2-item_pic.png,19,760,,宁波逸夫剧院,2022/2/15 0:06,2022/2/18 0:06,2022/3/5 0:06,2022/12/19 0:06,3,2,
致爱丽丝·一生必听的钢琴名曲 萨玛苏耶娃钢琴独奏音乐�?广州,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01GZ2e7d2GdSNXyaC1U_!!0-item_pic.jpg,93,860,,广州大剧院实验剧�?2022-01-15 23:33:21,2022/1/23 23:33,2022/2/14 23:33,2022/12/27 23:33,3,1,,
灌篮高手《直到世界尽头�?二次元经典动漫视听音乐会,杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01aM5HUz2GdSNeeQ9hv_!!2251059038.jpg,41,570,,杭州剧院小剧�?2022-05-15 18:33:58,2022/5/15 18:33,2022/6/12 18:33,2022/12/21 18:33,3,2,
洪之光【Crush怦然心动�?20独唱音乐�?杭州,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01wS5O9D2GdSO4jJqpl_!!0-item_pic.jpg,45,640,,杭州大剧�?歌剧�?,2022/4/9 5:45,2022/4/10 5:45,2022/5/1 5:45,2023/3/18 5:45,3,1,
【早鸟限�?折】经典动画名曲永恒浪漫钢琴烛光音乐会,天津,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01K9S17a2GdSO8HBVZa_!!2251059038.jpg,48,30,,津湾大剧�?2022-02-08 16:55:16,2022/2/12 16:55,2022/2/22 16:55,2023/1/12 16:55,3,2,
【呼和浩特站-预售】《后毕业时代·鹿先森乐队演唱会�?呼和浩特,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01dPVaOa2GdSNwLmsJN_!!0-item_pic.jpg,68,110,,乌兰恰特大剧�?2022-06-09 13:57:25,2022/6/10 13:57,2022/7/6 13:57,2023/4/15 13:57,3,2,,
那些年我们一起唱过的�?北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01rBZHj42GdSO8Ogbqs_!!2251059038.png,71,790,,北京音乐�?2022-07-25 16:28:28,2022/7/27 16:28,2022/8/14 16:28,2023/5/8 16:28,3,1,,
侠骨柔情�?—经典武侠影视金曲主题音乐会,北京,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01PN1LIG2GdSO7PgqhF_!!2-item_pic.png,15,310,,保利剧院,2022/4/26 2:15,2022/5/1 2:15,2022/5/16 2:15,2022/8/21 2:15,3,1
爱乐之城唯美浪漫电影音乐�?广州,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN0190dklu2GdSNatP1lZ_!!2-item_pic.png,30,930,,星海音乐�?交响乐演奏厅),2022/7/26 9:05,2022/7/27 9:05,2022/8/22 9:05,2022/10/17 9:05,3,2,
致敬经典 奥斯卡电影经典名曲音乐会,广州,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01u4RRFT2GdSO6noDaA_!!2-item_pic.png,99,990,,星海音乐厅室内乐演奏�?2022-05-02 14:49:46,2022/5/2 14:49,2022/6/1 14:49,2023/4/27 14:49,3,1,
“琴海撷芳”国韵古琴音乐会  郑州大剧院古韵今声民乐节,郑州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN017eVmSN2GdSO0qcOVo_!!2251059038.jpg,33,570,,郑州大剧院·音乐厅,2022/7/25 19:02,2022/8/1 19:02,2022/8/24 19:02,2023/3/14 19:02,3,2
菊次郎的夏天—久石让轻音乐之旅钢琴音乐会,沈阳,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01UfUFGl2GdSNoXhzEZ_!!0-item_pic.jpg,98,930,,辽宁大剧院小剧场,2022/4/16 0:44,2022/4/20 0:44,2022/5/17 0:44,2022/9/24 0:44,3,2
【广州�?柴可夫斯基三大经典《天鹅湖》《睡美人》《胡桃夹子》交响音乐会,广州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01TRyDUE2GdSO99nMMZ_!!2251059038.png,76,810,,星海音乐�?交响乐演奏厅),2022/4/4 17:00,2022/4/7 17:00,2022/5/4 17:00,2022/8/14 17:00,3,2
2022国际钢琴系列——“探戈与爵士的生命颂歌”万捷旎钢琴独奏音乐�?南京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN012AsPwY2GdSNrEtrBn_!!2251059038.png,61,600,,江苏大剧�?-音乐�?2022-01-23 05:25:44,2022/1/28 5:25,2022/2/27 5:25,2022/12/28 5:25,3,2,,
爱乐之城“LA LA LAND”唯美浪漫经典名曲视听音乐会-重庆,重庆,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN019SDgBF2GdSNzwU5IX_!!2-item_pic.png,48,560,,重庆国泰艺术中心剧院,2022/5/10 17:38,2022/5/20 17:38,2022/6/2 17:38,2022/9/22 17:38,3,2
【U剧场】坂本龙一·金曲作品音乐�?深圳,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01u8U5zh2GdSNiXEgs0_!!2251059038.png,59,210,,深圳保利剧院,2022/5/12 9:24,2022/5/20 9:24,2022/6/6 9:24,2022/10/28 9:24,3,1,
南京市文旅消费政府补贴剧�?022“江南之声”音乐节-刘沙与南京民族乐团“传奇”经典管弦乐作品音乐�?南京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01XKCICB2GdSNajDkya_!!2251059038.png,59,610,,江苏大剧�?-音乐�?2022-05-01 01:47:43,2022/5/4 1:47,2022/6/2 1:47,2022/12/11 1:47,3,2,,
波兰钢琴家卡塔知娜·伯列克《肖邦精选钢琴独奏音乐会�?太原,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01yYjyIm2GdSO5TXolu_!!2-item_pic.png,64,640,,太原青年宫演艺中�?2022-07-01 12:09:24,2022/7/1 12:09,2022/7/30 12:09,2023/5/4 12:09,3,2,,
2022.5.1“卡农Canon In D”永恒经典名曲精选音乐会#,西安,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01rsQa6O2GdSNhnvBFX_!!2251059038.png,86,500,,西安音乐�?交响大厅,2022/2/17 16:19,2022/2/24 16:19,2022/3/8 16:19,2022/11/4 16:19,3,2
“百老汇”经典音乐剧&世界经典名曲交响音乐会广州站,广州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01z5BwGH2GdSNntzKXp_!!2251059038.png,95,50,,星海音乐�?交响乐演奏厅),2022/5/4 22:49,2022/5/7 22:49,2022/5/27 22:49,2022/7/10 22:49,3,1
“爱乐之城”——经典电影音乐作品音乐会,沈阳,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN013zuGlV2GdSNMo23Iw_!!2251059038.png,37,130,,盛京大剧�?音乐�?2022-05-28 04:15:12,2022/5/28 4:15,2022/6/16 4:15,2022/12/13 4:15,3,1,
《卡农Canon In D》永恒经典名曲精选音乐会 （Z�?武汉,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01FD6Xfs2GdSO2ANsL4_!!2251059038.png,99,630,,武汉琴台音乐�?2022-06-09 05:17:03,2022/6/9 5:17,2022/6/28 5:17,2022/9/3 5:17,3,1,,
【套票优惠】璀璨古典音乐系列—皮亚佐拉《四季》精选名曲音乐会,北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01EwCuEE2GdSNmw3xiC_!!2251059038.png,23,20,,三里屯·爱乐汇艺术空间-城市演奏�?2022-02-04 08:32:47,2022/2/12 8:32,2022/3/12 8:32,2022/6/25 8:32,3,1,
“国之瑰宝•民族乐魂”赵季平作品专场音乐�?西安,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01kz4cLY2GdSO4OBVRn_!!2251059038.jpg,78,510,,西安音乐�?交响大厅,2022/5/28 9:57,2022/6/5 9:57,2022/6/18 9:57,2023/6/9 9:57,3,2,
（合作）湘渝情—中国红色经典作品长沙交响乐团专场音乐会（中剧场�?重庆,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01gTAwJs2GdSO4OLggv_!!2251059038.jpg,11,230,,重庆大剧院中剧场,2022/1/22 13:51,2022/1/27 13:51,2022/2/22 13:51,2022/6/4 13:51,3,2,
爱乐之城“LA LA LAND”唯美浪漫经典名曲视听音乐会——武�?武汉,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01zWUnbg2GdSNbITGgJ_!!2-item_pic.png,43,910,,武汉剧院,2022/3/21 4:23,2022/3/26 4:23,2022/4/15 4:23,2022/11/11 4:23,3,2,
“梁祝”、“鸿雁主题随想曲”——永恒的旋律经典名曲交响音乐会广州站,广州,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01xe9ix52GdSO09eGdo_!!2-item_pic.png,98,410,,星海音乐�?交响乐演奏厅),2022/5/19 2:16,2022/5/28 2:16,2022/6/15 2:16,2022/12/11 2:16,3,2
限时8折 | 《天空之城》久石让&宫崎骏动漫经典音乐作品视听音乐会东莞�?东莞,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01mGVOuT2GdSOOTrRaA_!!2251059038.png,65,270,,东莞东城影剧�?2022-01-22 14:36:55,2022/1/26 14:36,2022/2/6 14:36,2023/1/30 14:36,3,2,,
“猫和老鼠”的莫扎特——古典音乐启蒙钢琴名曲趣味视听音乐会,南京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01HL0FiH2GdSODXR7C3_!!2251059038.jpg,63,660,,江苏大剧�?-音乐�?2022-02-01 21:15:22,2022/2/4 21:15,2022/2/24 21:15,2022/8/11 21:15,3,1,
致敬传奇·光辉岁月·纪念Beyond经典 金曲演唱�?长沙,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN013QH9dK2GdSO8bRZKO_!!2-item_pic.png,98,140,,长沙梅溪湖国际文化艺术中心大剧院,2022/2/24 15:06,2022/2/28 15:06,2022/3/19 15:06,2022/4/20 15:06,3,2,
（租场）《爱乐之城》大型视听交响管乐音乐会�?大剧场）,重庆,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01xpfasN2GdSNiNNuaL_!!0-item_pic.jpg,30,150,,重庆大剧�?2022-03-17 08:43:34,2022/3/17 8:43,2022/4/7 8:43,2022/5/26 8:43,3,2,
2022.5.20“一生所爱”浪漫经典名曲精选音乐会#,西安,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN015a4NGp2GdSNuMwYuO_!!2-item_pic.png,36,170,,西安音乐�?交响大厅,2022/4/15 0:25,2022/4/20 0:25,2022/5/2 0:25,2023/3/14 0:25,3,1
【双人套票�?�?6日《天空之城》久石让·宫崎骏动漫经典音乐作品演奏会（合作）,福州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01CK0Hby2GdSO6b5avh_!!2251059038.jpg,85,370,,福州海峡文化艺术中心-歌剧�?2022-04-18 12:25:48,2022/4/20 12:25,2022/5/3 12:25,2022/9/26 12:25,3,1,
坂本龙一钢琴作品精选音乐会6.24,北京,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01NMtWCu2GdSNvxvNSd_!!0-item_pic.jpg,54,980,,中山音乐�?2022-03-07 05:19:53,2022/3/12 5:19,2022/3/29 5:19,2023/1/25 5:19,3,2,
“乐见古典”·谭盾武侠三部曲——黎雨荷、元杰、莫漠三重奏音乐�?北京,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01lYYJVS2GdSO5Qi6Vn_!!2-item_pic.png,77,790,,北京音乐�?2022-01-03 05:53:22,2022/1/7 5:53,2022/1/21 5:53,2022/10/16 5:53,3,2,,
爱乐之城唯美浪漫电影音乐�?广州,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN015iaQ9O2GdSOAPtw2h_!!2-item_pic.png,18,70,,星海音乐�?交响乐演奏厅),2022/7/26 20:11,2022/8/4 20:11,2022/9/3 20:11,2022/10/24 20:11,3,1,
【翰海文化】《天空之城》宫崎骏&久石让经典动漫视听音乐会,金华,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN012vcDfS2GdSNzeAaTS_!!0-item_pic.jpg,15,70,,中国婺剧�?2022-04-23 13:20:49,2022/5/1 13:20,2022/5/13 13:20,2023/2/20 13:20,3,1,
春之�?2022岭南春季音乐�?广州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01Naqb4p2GdSOGqrnmD_!!2251059038.png,18,180,,广东艺术剧院,2022/1/24 10:14,2022/2/3 10:14,2022/2/19 10:14,2022/5/22 10:14,3,2,
奥莉卡萨玛苏耶娃钢琴独奏音乐�?青岛,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01qVD3KC2GdSO3f5Khr_!!2-item_pic.png,72,770,,城阳大剧�?2022-05-11 21:10:29,2022/5/12 21:10,2022/6/9 21:10,2022/10/9 21:10,3,2,,
文润河西 剧在建邺 2022保利周末音乐会·室内经典视听音乐·中西跨界《国乐当潮�?南京,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01zTKPYH2GdSO56c9mf_!!0-item_pic.jpg,20,570,,南京保利大剧院金色音乐厅,2022/7/28 19:02,2022/8/2 19:02,2022/8/31 19:02,2023/1/3 19:02,3,2,
光芒贝多芬—贝多芬10首小提琴奏鸣曲音乐会之三,北京,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01iHLdsR2GdSNbu9tVM_!!0-item_pic.jpg,70,660,,中山音乐�?2022-06-16 05:44:51,2022/6/25 5:44,2022/7/13 5:44,2023/6/15 5:44,3,1,
宁波交响乐团2021-2022音乐季之《聆听经典》音乐会,宁波,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01mntEhL2GdSNwZFuEw_!!2-item_pic.png,73,110,,宁波大剧院大剧场,2022/2/23 22:50,2022/3/5 22:50,2022/3/20 22:50,2022/6/10 22:50,3,2
灌篮高手《直到世界尽头�?二次元经典动漫视听音乐会,绍兴,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01e2T0ME2GdSNkkf3ue_!!2251059038.png,35,370,,蓝天大剧�?2022-06-05 15:13:00,2022/6/7 15:13,2022/6/22 15:13,2023/2/25 15:13,3,2,
《天空之城》久石让·宫崎�?动漫经典音乐作品演奏�?苏州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01xOKNoK2GdSNwKxjA5_!!2251059038.png,57,980,,苏州湾大剧院-戏剧�?2022-01-20 19:29:28,2022/1/22 19:29,2022/2/18 19:29,2022/8/15 19:29,3,2,,
《春风沉醉——浪漫烛光音乐会�?郑州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN0134JjSB2GdSNtYV3SO_!!2251059038.png,52,380,,所有人剧场·会展中心永威木色�?2022-01-16 17:35:20,2022/1/23 17:35,2022/2/2 17:35,2022/8/12 17:35,3,1,,
《灌篮高手——直到世界尽头》视听音乐会,南�?https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01HlMCSD2GdSNzcbNPx_!!2-item_pic.png,87,460,,南通更俗剧�?2022-01-07 11:55:06,2022/1/17 11:55,2022/2/11 11:55,2022/6/2 11:55,3,2,,
2022.5.22徐均朔“溯说”巡回音乐会-西安�?西安,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01Nf3ekS2GdSNfDGmwh_!!2-item_pic.png,90,200,,西安音乐�?交响大厅,2022/5/12 17:32,2022/5/14 17:32,2022/6/1 17:32,2023/1/22 17:32,3,2,
《天空之城—宫崎骏·久石让动漫视听音乐会》（潍坊音乐厅）,潍坊,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01mHCYLP2GdSNopdHHG_!!2-item_pic.png,93,600,,潍坊音乐�?2022-03-23 11:50:19,2022/3/28 11:50,2022/4/20 11:50,2022/9/18 11:50,3,1,
久石让经典名曲烛光音乐会,北京,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN017jTHZm2GdSNfv5BF7_!!2-item_pic.png,18,830,,三里屯·爱乐汇艺术空间-时空剧场,2022/7/10 20:52,2022/7/10 20:52,2022/8/1 20:52,2023/7/5 20:52,3,2
《G大调小提琴奏鸣曲--纪尧姆·莫克小提琴独奏音乐会�?昆明,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN017IGTvD2GdSNpDJvbs_!!2251059038.png,58,640,,昆明剧院大剧�?2022-01-02 11:57:46,2022/1/12 11:57,2022/2/2 11:57,2022/5/31 11:57,3,1,,
坂本龙一钢琴作品精选音乐会,北京,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01ZI4ixD2GdSNEZiXsA_!!0-item_pic.jpg,63,1000,,北京音乐�?2022-01-08 12:40:27,2022/1/10 12:40,2022/2/9 12:40,2022/6/24 12:40,3,1,
“百老汇”经典音乐剧&世界经典名曲交响音乐会深圳站,深圳,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01wZ6YCh2GdSOJMnYHa_!!2251059038.png,44,740,,南山文体中心剧院大剧�?2022-05-03 05:51:17,2022/5/12 5:51,2022/6/6 5:51,2023/5/13 5:51,3,1,
《宫崎骏·久石让经典动漫作品音乐会�?南宁,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01cdDv4O2GdSNrw0c18_!!2251059038.png,38,100,,广西文化艺术中心音乐�?2022-02-04 04:13:57,2022/2/5 4:13,2022/2/23 4:13,2022/12/11 4:13,3,1,,
[双人套票]流金岁月 经典永恒  ——怀旧金曲音乐会,北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01RbOpxY2GdSO2KhNJE_!!2251059038.png,18,30,,梅兰芳大剧院-大剧�?2022-06-11 10:31:50,2022/6/18 10:31,2022/7/17 10:31,2023/2/11 10:31,3,1,
“流动的时光”——龚琳娜二十四节气古诗词音乐�?金华,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01wcMQyn2GdSO2Kf1j8_!!2251059038.png,23,100,,义乌文化广场剧院,2022/5/13 3:54,2022/5/15 3:54,2022/6/8 3:54,2022/9/1 3:54,3,1,
水磨行腔——昆曲音乐研究传承音乐会,北京,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01nJXkCd2GdSNuuPTp7_!!0-item_pic.jpg,47,770,,北京音乐�?2022-03-22 09:12:34,2022/3/30 9:12,2022/4/9 9:12,2022/10/17 9:12,3,2,
伟大的致敬——杨晓宇无间断极致演绎帕格尼�?4首随想曲音乐�?北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN013Tab4c2GdSO1NZdPO_!!2251059038.png,16,940,,国图艺术中心,2022/4/18 13:08,2022/4/21 13:08,2022/5/17 13:08,2022/12/7 13:08,3,1,
[双人套票]“爱乐之城”——经典电影音乐作品音乐会,北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01ROcJov2GdSNYuLljJ_!!2251059038.png,57,320,,北京音乐�?2022-07-17 08:43:30,2022/7/20 8:43,2022/8/1 8:43,2022/10/31 8:43,3,1,
“天方夜谭”夏小汤与北京交响乐团音乐会,北京,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01Cwwcvw2GdSOHXeKDn_!!0-item_pic.jpg,62,70,,国家大剧�?音乐�?2022-02-25 12:47:45,2022/3/3 12:47,2022/3/14 12:47,2022/11/9 12:47,3,1,
跨越古典音乐300�?一生必听的世界钢琴名曲-安德烈•伊万诺维奇钢琴独奏音乐�?重庆,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01ztHw3m2GdSNxmLawZ_!!2251059038.png,91,980,,重庆国泰艺术中心剧院,2022/2/8 20:02,2022/2/11 20:02,2022/3/3 20:02,2022/12/7 20:02,3,1,
《国之当康》城市之间联合音乐会,北京,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01NwBlek2GdSO9869vC_!!0-item_pic.jpg,100,820,,北京音乐�?2022-07-01 02:57:29,2022/7/3 2:57,2022/7/28 2:57,2023/5/20 2:57,3,2,
《倚石听声·石倚洁与美声男孩专场音乐会�?上海,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01RXbUVA2GdSNtXQ4e4_!!0-item_pic.jpg,65,460,,上海保利大剧�?大剧�?2022-05-23 20:15:14,2022/5/24 20:15,2022/6/3 20:15,2023/1/31 20:15,3,1,,
坂本龙一•作品音乐会（大剧场�?重庆,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01DQilwe2GdSNePbReQ_!!2251059038.jpg,61,520,,重庆大剧�?2022-02-12 22:00:14,2022/2/14 22:00,2022/3/4 22:00,2022/12/30 22:00,3,2,,
菊次郎的夏天-久石让宫崎骏动漫作品视听音乐�?天津,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN012GdSNVvbrfj0JR0_!!2251059038.jpg,66,390,,津湾大剧�?2022-05-03 05:59:33,2022/5/3 5:59,2022/5/17 5:59,2022/12/20 5:59,3,2,,
